date1,date,DTB3,SVENY01,SVENY02,SVENY03,SVENY04,SVENY05,SVENY06,SVENY07,SVENY08,SVENY09,SVENY10,SVENY15,SVENY20,SVENY30,TIPSY02,TIPSY03,TIPSY04,TIPSY05,TIPSY06,TIPSY07,TIPSY08,TIPSY09,TIPSY10,TIPSY15,TIPSY20,BKEVENY02,BKEVENY03,BKEVENY04,BKEVENY05,BKEVENY06,BKEVENY07,BKEVENY08,BKEVENY09,BKEVENY10,BKEVENY15,BKEVENY20,
14/7/1964,1964-07-14,,3.4484,3.6749,3.8218,3.9206,3.9894,4.0391,4.0761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/7/1964,1964-07-15,,3.4649,3.6706,3.8137,3.9155,3.9898,4.0452,4.0876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/7/1964,1964-07-16,,3.4819,3.6676,3.8047,3.9076,3.986,4.0467,4.0945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/7/1964,1964-07-17,,3.5038,3.6865,3.821,3.9217,3.9982,4.0574,4.1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/7/1964,1964-07-20,,3.5484,3.7093,3.833,3.9293,4.005,4.0653,4.1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/7/1964,1964-07-21,,3.5391,3.6996,3.8246,3.923,4.0013,4.0642,4.1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/7/1964,1964-07-22,,3.5067,3.6845,3.8338,3.9397,4.0131,4.065,4.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/7/1964,1964-07-23,,3.4776,3.6883,3.858,3.97,4.0438,4.0944,4.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/7/1964,1964-07-24,,3.4895,3.6657,3.8166,3.9262,4.0036,4.059,4.0997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/7/1964,1964-07-27,,3.487,3.6668,3.8182,3.9274,4.0043,4.0591,4.0994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/7/1964,1964-07-28,,3.4908,3.6734,3.8247,3.9335,4.01,4.0648,4.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/7/1964,1964-07-29,,3.5186,3.6875,3.817,3.9175,3.9964,4.0591,4.1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/7/1964,1964-07-30,,3.5108,3.6762,3.8047,3.9057,3.9859,4.0502,4.1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/7/1964,1964-07-31,,3.506,3.6705,3.7991,3.9007,3.9816,4.0468,4.0999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/1964,1964-08-03,,3.5089,3.6733,3.8013,3.9022,3.9824,4.0468,4.0991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/1964,1964-08-04,,3.5044,3.6661,3.8049,3.9122,3.9927,4.053,4.0988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/1964,1964-08-05,,3.5131,3.6707,3.8029,3.9076,3.9888,4.0515,4.1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/1964,1964-08-06,,3.5259,3.6826,3.8057,3.9034,3.9816,4.0448,4.0964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/1964,1964-08-07,,3.5249,3.6845,3.8103,3.9104,3.9907,4.0559,4.1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/1964,1964-08-10,,3.5454,3.6981,3.8187,3.9149,3.9922,4.0551,4.1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/1964,1964-08-11,,3.542,3.7061,3.8475,3.9468,4.0149,4.0626,4.0974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/1964,1964-08-12,,3.5487,3.7015,3.8374,3.938,4.0099,4.0616,4.0999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/8/1964,1964-08-13,,3.5497,3.698,3.8306,3.9312,4.0046,4.0583,4.0984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/8/1964,1964-08-14,,3.5598,3.6932,3.8094,3.9063,3.9854,4.0496,4.1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/8/1964,1964-08-17,,3.571,3.7024,3.8113,3.9019,3.9778,4.0418,4.0959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/8/1964,1964-08-18,,3.5609,3.7036,3.8172,3.9084,3.9822,4.0424,4.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/8/1964,1964-08-19,,3.5573,3.7117,3.8294,3.9202,3.9912,4.0473,4.0923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/8/1964,1964-08-20,,3.5717,3.7135,3.8256,3.9148,3.9866,4.0448,4.0925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/8/1964,1964-08-21,,3.575,3.7181,3.83,3.9183,3.9887,4.0453,4.0914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/8/1964,1964-08-24,,3.5799,3.7284,3.8415,3.9288,3.9969,4.0508,4.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/8/1964,1964-08-25,,3.5824,3.7299,3.8427,3.93,3.9985,4.0528,4.0963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/8/1964,1964-08-26,,3.5868,3.7348,3.8472,3.9337,4.001,4.0541,4.0966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/8/1964,1964-08-27,,3.591,3.7435,3.8566,3.9419,4.007,4.0577,4.0976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/8/1964,1964-08-28,,3.6065,3.7513,3.8607,3.9444,4.0092,4.0601,4.1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/8/1964,1964-08-31,,3.621,3.7632,3.8709,3.9535,4.0177,4.0683,4.1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/1964,1964-09-01,,3.6327,3.7819,3.89,3.9697,4.0295,4.0752,4.1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/1964,1964-09-02,,3.6501,3.806,3.9127,3.9877,4.0418,4.0819,4.1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/1964,1964-09-03,,3.64,3.7823,3.8875,3.9664,4.0265,4.0731,4.1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/1964,1964-09-04,,3.6543,3.8042,3.9098,3.9857,4.0416,4.0836,4.1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/1964,1964-09-08,,3.6697,3.824,3.9275,3.999,4.0499,4.0873,4.1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/1964,1964-09-09,,3.6818,3.833,3.9338,4.0031,4.0522,4.088,4.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/1964,1964-09-10,,3.6582,3.8175,3.9219,3.9928,4.0426,4.0786,4.1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/1964,1964-09-11,,3.6613,3.8139,3.9166,3.9876,4.0383,4.0754,4.1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/9/1964,1964-09-14,,3.6691,3.8278,3.9295,3.9971,4.0439,4.0774,4.1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/9/1964,1964-09-15,,3.6869,3.8562,3.9546,4.0156,4.0556,4.0834,4.1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/9/1964,1964-09-16,,3.6698,3.8312,3.9326,3.9992,4.0447,4.0771,4.1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/9/1964,1964-09-17,,3.6628,3.8151,3.9157,3.9843,4.0327,4.0679,4.0943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/9/1964,1964-09-18,,3.6445,3.8055,3.9087,3.9775,4.0251,4.0593,4.0847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/9/1964,1964-09-21,,3.6389,3.7947,3.8968,3.966,4.0145,4.0496,4.0759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/9/1964,1964-09-22,,3.6326,3.7894,3.8918,3.9609,4.0093,4.0443,4.0704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/9/1964,1964-09-23,,3.646,3.8044,3.9055,3.9725,4.0188,4.052,4.0766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/9/1964,1964-09-24,,3.6509,3.8058,3.9062,3.9735,4.0204,4.0542,4.0793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/9/1964,1964-09-25,,3.6617,3.8123,3.9091,3.9738,4.0186,4.0509,4.0748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/9/1964,1964-09-28,,3.6664,3.8079,3.8993,3.9605,4.0031,4.0338,4.0566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/9/1964,1964-09-29,,3.6679,3.8112,3.9037,3.9656,4.0086,4.0396,4.0627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/9/1964,1964-09-30,,3.6645,3.823,3.9179,3.9779,4.0179,4.0459,4.0663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/1964,1964-10-01,,3.6493,3.7864,3.8823,3.9508,4.001,4.0386,4.0674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/1964,1964-10-02,,3.6564,3.8038,3.9017,3.9689,4.0164,4.0511,4.0772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/1964,1964-10-05,,3.6625,3.8144,3.9131,3.9794,4.0257,4.0592,4.0841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/1964,1964-10-06,,3.6749,3.8225,3.9177,3.9813,4.0255,4.0573,4.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/1964,1964-10-07,,3.6701,3.8197,3.9146,3.9773,4.0205,4.0513,4.0741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/1964,1964-10-08,,3.6708,3.8218,3.9171,3.9797,4.0227,4.0533,4.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/1964,1964-10-09,,3.6683,3.8265,3.923,3.9848,4.0264,4.0557,4.0771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/10/1964,1964-10-13,,3.6745,3.8296,3.9262,3.9893,4.0322,4.0627,4.0852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/10/1964,1964-10-14,,3.6791,3.8331,3.9293,3.992,4.0348,4.0651,4.0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/1964,1964-10-15,,3.6822,3.8364,3.9334,3.9971,4.0407,4.0718,4.0948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/1964,1964-10-16,,3.6936,3.846,3.9421,4.0054,4.0487,4.0796,4.1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/1964,1964-10-19,,3.6895,3.845,3.9412,4.0035,4.0458,4.0757,4.0977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/10/1964,1964-10-20,,3.6831,3.8464,3.9413,4.0001,4.0387,4.0655,4.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/1964,1964-10-21,,3.6749,3.8311,3.9265,3.9878,4.0291,4.0582,4.0796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/1964,1964-10-22,,3.67,3.82,3.9164,3.9806,4.0252,4.0571,4.0809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/1964,1964-10-23,,3.682,3.8214,3.9154,3.9806,4.0272,4.0614,4.0873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/1964,1964-10-26,,3.6851,3.8236,3.9164,3.9805,4.0261,4.0595,4.0847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/10/1964,1964-10-27,,3.6757,3.8218,3.9161,3.9792,4.0231,4.0546,4.0781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/10/1964,1964-10-28,,3.6758,3.8177,3.9097,3.9715,4.0147,4.0458,4.0689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/1964,1964-10-29,,3.6824,3.8223,3.9117,3.971,4.012,4.0413,4.0631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/10/1964,1964-10-30,,3.6923,3.8313,3.9189,3.9765,4.016,4.0442,4.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/1964,1964-11-02,,3.6958,3.8289,3.9136,3.9697,4.0084,4.0361,4.0566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/1964,1964-11-04,,3.6956,3.8255,3.911,3.9692,4.0101,4.0399,4.0621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/1964,1964-11-05,,3.6857,3.8259,3.9121,3.9678,4.0055,4.0321,4.0517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/1964,1964-11-06,,3.6931,3.8267,3.9113,3.9672,4.0055,4.0329,4.0532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/1964,1964-11-09,,3.6933,3.823,3.9053,3.9597,3.9971,4.0239,4.0437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/1964,1964-11-10,,3.6759,3.8069,3.8893,3.9435,3.9805,4.0069,4.0265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/1964,1964-11-12,,3.6708,3.7958,3.8758,3.9289,3.9656,3.992,4.0115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/1964,1964-11-13,,3.6887,3.8102,3.8878,3.9394,3.975,4.0005,4.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/1964,1964-11-16,,3.7023,3.8302,3.9056,3.9527,3.9839,4.0056,4.0214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/1964,1964-11-17,,3.7076,3.8435,3.9174,3.9611,3.9891,4.0082,4.0219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/1964,1964-11-18,,3.7148,3.8391,3.9128,3.9591,3.9898,4.0112,4.0269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/1964,1964-11-19,,3.711,3.8449,3.9171,3.9595,3.9866,4.005,4.0183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/1964,1964-11-20,,3.7342,3.8456,3.9147,3.9596,3.9902,4.0118,4.0278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/1964,1964-11-23,,3.8516,3.9386,3.9943,4.0309,4.0556,4.0729,4.0853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/1964,1964-11-24,,3.8743,3.9418,3.9899,4.0249,4.0509,4.0706,4.0858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/1964,1964-11-25,,3.8945,3.9689,4.0194,4.0478,4.0651,4.0767,4.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/1964,1964-11-27,,3.9091,3.9844,4.0297,4.0541,4.0689,4.0787,4.0857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/1964,1964-11-30,,3.9341,4.0092,4.0525,4.0756,4.0895,4.0988,4.1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/1964,1964-12-01,,3.9605,4.0085,4.0508,4.0762,4.0919,4.1025,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/1964,1964-12-02,,3.9261,3.9756,4.0243,4.0548,4.0741,4.0871,4.0965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/1964,1964-12-03,,3.8795,3.9466,4.0024,4.0342,4.0538,4.0668,4.0762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/1964,1964-12-04,,3.8702,3.9537,4.0061,4.0337,4.0504,4.0615,4.0695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/1964,1964-12-07,,3.8684,3.9507,3.9973,4.0215,4.036,4.0456,4.0526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/1964,1964-12-08,,3.8603,3.9574,3.9964,4.0159,4.0277,4.0355,4.0411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/1964,1964-12-09,,3.857,3.9572,3.9976,4.0178,4.0299,4.038,4.0438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/1964,1964-12-10,,3.8358,3.9381,3.9876,4.0128,4.0279,4.0379,4.0451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/1964,1964-12-11,,3.8192,3.9316,3.9823,4.008,4.0234,4.0336,4.0409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/12/1964,1964-12-14,,3.8153,3.9414,3.9896,4.0138,4.0282,4.0379,4.0448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/1964,1964-12-15,,3.8001,3.9159,3.9824,4.0173,4.0383,4.0523,4.0623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/1964,1964-12-16,,3.792,3.8928,3.9715,4.0159,4.0431,4.0612,4.0742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/1964,1964-12-17,,3.772,3.8945,3.9717,4.0129,4.0378,4.0545,4.0663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/1964,1964-12-18,,3.7905,3.9251,3.9909,4.0245,4.0446,4.058,4.0676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/1964,1964-12-21,,3.8051,3.9465,3.9977,4.0234,4.0387,4.049,4.0563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/1964,1964-12-22,,3.8053,3.9457,3.9987,4.0252,4.0411,4.0518,4.0593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/12/1964,1964-12-23,,3.8141,3.9509,4.007,4.0352,4.0521,4.0634,4.0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/1964,1964-12-24,,3.8203,3.939,4.0053,4.0399,4.0607,4.0746,4.0845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/12/1964,1964-12-28,,3.8253,3.9421,4.0093,4.0444,4.0655,4.0796,4.0897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/1964,1964-12-29,,3.8217,3.9419,4.0075,4.0414,4.0618,4.0753,4.0851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/12/1964,1964-12-30,,3.8129,3.8929,3.975,4.0278,4.0616,4.0844,4.1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/1964,1964-12-31,,3.7492,3.894,3.9882,4.039,4.0697,4.0902,4.1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/1965,1965-01-04,,3.7217,3.8683,3.972,4.0298,4.0651,4.0886,4.1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/1965,1965-01-05,,3.7028,3.8569,3.9647,4.0245,4.061,4.0853,4.1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/1965,1965-01-06,,3.698,3.8516,3.959,4.0187,4.055,4.0793,4.0967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/1965,1965-01-07,,3.7279,3.8495,3.9563,4.0212,4.0619,4.0892,4.1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/1965,1965-01-08,,3.756,3.8495,3.9472,4.0136,4.0573,4.0873,4.1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/1965,1965-01-11,,3.7788,3.8493,3.9381,4.0061,4.0543,4.0885,4.1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/1965,1965-01-12,,3.7901,3.8566,3.9398,4.0058,4.0537,4.0883,4.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/1/1965,1965-01-13,,3.7652,3.8569,3.9482,4.0104,4.0515,4.0797,4.1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/1/1965,1965-01-14,,3.7736,3.8502,3.9374,4.0031,4.0495,4.0825,4.1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/1/1965,1965-01-15,,3.7788,3.8561,3.9427,4.0096,4.0577,4.0923,4.1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/1/1965,1965-01-18,,3.7833,3.8567,3.9393,4.0048,4.0529,4.088,4.1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/1/1965,1965-01-19,,3.7904,3.8512,3.9229,3.9865,4.0381,4.0787,4.1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/1/1965,1965-01-20,,3.7826,3.8333,3.8988,3.9627,4.0191,4.0668,4.1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/1/1965,1965-01-21,,3.7849,3.8365,3.8941,3.9516,4.006,4.0558,4.1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/1/1965,1965-01-22,,3.7844,3.8365,3.8893,3.9419,3.9939,4.0446,4.0939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/1/1965,1965-01-25,,3.7896,3.846,3.9001,3.9521,4.002,4.05,4.0961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/1/1965,1965-01-26,,3.7973,3.8576,3.9136,3.9657,4.0141,4.0592,4.1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/1/1965,1965-01-27,,3.8024,3.8685,3.9268,3.9783,4.024,4.0647,4.1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/1/1965,1965-01-28,,3.7999,3.8644,3.923,3.9764,4.0252,4.0698,4.1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/1/1965,1965-01-29,,3.8099,3.867,3.9217,3.9739,4.0237,4.0709,4.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/1965,1965-02-01,,3.811,3.871,3.9277,3.9811,4.0314,4.0787,4.1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/1965,1965-02-02,,3.7866,3.8706,3.955,4.0122,4.0501,4.076,4.0947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/1965,1965-02-03,,3.7952,3.8955,3.9808,4.0328,4.0655,4.0874,4.1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/1965,1965-02-04,,3.8297,3.8946,3.9754,4.0367,4.0799,4.1105,4.1328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/1965,1965-02-05,,3.8633,3.91,3.9754,4.0344,4.0821,4.1193,4.1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/1965,1965-02-08,,3.8597,3.8953,3.9549,4.0135,4.0638,4.1048,4.1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/1965,1965-02-09,,3.8586,3.8963,3.955,4.0128,4.063,4.1043,4.1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/1965,1965-02-10,,3.8448,3.9152,3.9922,4.045,4.08,4.104,4.1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/1965,1965-02-11,,3.8313,3.9314,4.0079,4.0528,4.0805,4.0992,4.1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/2/1965,1965-02-15,,3.8719,3.9292,3.9812,4.0283,4.0711,4.11,4.1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/2/1965,1965-02-16,,3.8691,3.9243,3.975,4.0217,4.0648,4.1044,4.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/2/1965,1965-02-17,,3.8714,3.922,3.9699,4.0153,4.0585,4.0994,4.1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/2/1965,1965-02-18,,3.8682,3.9251,3.9765,4.0232,4.0655,4.104,4.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/2/1965,1965-02-19,,3.8994,3.9442,3.9875,4.0292,4.0694,4.1083,4.1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/2/1965,1965-02-23,,3.8984,3.9406,3.9819,4.0223,4.0619,4.1007,4.1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/2/1965,1965-02-24,,3.9049,3.9457,3.9859,4.0253,4.064,4.1021,4.1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/2/1965,1965-02-25,,3.914,3.9559,3.996,4.0342,4.0708,4.1058,4.1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/2/1965,1965-02-26,,3.9235,3.9639,4.0025,4.0394,4.0747,4.1085,4.1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/1965,1965-03-01,,3.9205,3.9731,4.0179,4.0561,4.0888,4.1169,4.1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/1965,1965-03-02,,3.9415,3.9949,4.0388,4.0752,4.1055,4.1308,4.1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/1965,1965-03-03,,3.9385,3.9874,4.0294,4.0655,4.0966,4.1236,4.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/1965,1965-03-04,,3.9287,3.9787,4.0217,4.0587,4.0907,4.1185,4.1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/1965,1965-03-05,,3.9329,3.9969,4.0431,4.0772,4.1027,4.1223,4.1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/1965,1965-03-08,,3.9267,3.9967,4.0452,4.0797,4.1048,4.1235,4.1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/1965,1965-03-09,,3.9274,4.0009,4.0505,4.085,4.1096,4.1277,4.1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/1965,1965-03-10,,3.9306,4.0031,4.0508,4.0832,4.106,4.1226,4.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/1965,1965-03-11,,3.9242,3.986,4.0329,4.069,4.097,4.1192,4.1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/1965,1965-03-12,,3.9073,3.9894,4.0413,4.0754,4.0989,4.1156,4.1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/3/1965,1965-03-15,,3.8866,3.9728,4.0272,4.063,4.0876,4.1051,4.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/3/1965,1965-03-16,,3.8659,3.9579,4.016,4.0542,4.0804,4.0991,4.1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/3/1965,1965-03-17,,3.87,3.9517,4.0071,4.0457,4.0734,4.0938,4.1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/3/1965,1965-03-18,,3.8668,3.9543,4.0123,4.0519,4.0799,4.1003,4.1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/3/1965,1965-03-19,,3.8764,3.9628,4.0187,4.0563,4.0825,4.1013,4.1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/3/1965,1965-03-22,,3.8754,3.9569,4.0099,4.0456,4.0705,4.0885,4.1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/3/1965,1965-03-23,,3.8734,3.9481,4.0005,4.0381,4.0657,4.0865,4.1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/3/1965,1965-03-24,,3.8727,3.9424,3.9939,4.0325,4.0619,4.0847,4.1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/3/1965,1965-03-25,,3.8657,3.9516,4.0069,4.0439,4.0695,4.0879,4.1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/3/1965,1965-03-26,,3.8624,3.9572,4.0155,4.053,4.0783,4.0962,4.1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
